scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
100233,JM Liquid Fund (Regular) - Weekly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Regular Plan,Weekly IDCW Option,INF192K01841,INF192K01858,2006-04-02,2025-12-31,6066,active
100234,JM Liquid Fund - Growth Option,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Regular Plan,Growth Option,INF192K01882,,2006-04-02,2025-12-31,6066,active
100237,JM High Liquidity Fund-- Institutional Plan - Growth,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,INF192K01940,,2006-04-02,2015-03-18,2743,closed_or_merged
100238,JM High Liquidity Fund-Institutional Plan - Daily Dividend,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,,INF192K01916,2006-04-02,2016-08-01,3160,closed_or_merged
100241,JM High Liquidity Fund-- Institutional Plan - Dividend,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,INF192K01924,INF192K01932,2006-04-02,2013-07-17,2237,closed_or_merged
100243,JM High Liquidity Fund-- Premium Plan - Daily Dividend Option,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,,,2006-04-02,2010-01-04,1149,closed_or_merged
100244,JM Liquid Fund (Regular) - Quarterly IDCW,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Regular Plan,Quarterly IDCW Option,INF192K01866,INF192K01874,2006-04-02,2025-12-31,6066,active
100245,JM High Liquidity Fund-Super Institutional Plan- Daily Dividend,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,,INF192K01957,2006-04-02,2013-03-14,2132,closed_or_merged
100246,JM High Liquidity Fund-Super Institutional Plan- Weekly  Dividend,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),,,INF192K01965,INF192K01973,2006-04-02,2013-08-11,2257,closed_or_merged
100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,JM Financial Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund ),Regular Plan,Super Institutional Plan - Growth Option,INF192K01981,,2006-04-02,2025-12-31,6066,active
100249,JM G-Sec Fund - Quarterly Dividend Option,JM Financial Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,INF192K01783,INF192K01791,2006-04-03,2019-09-07,3242,closed_or_merged
100250,JM G-Sec Fund - Growth Option,JM Financial Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,INF192K01809,,2006-04-03,2019-09-07,3242,closed_or_merged
100251,JM G-Sec Fund-PF Plan - Growth Plan,JM Financial Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-04-03,2008-04-08,496,closed_or_merged
100252,JM G-Sec Fund-PF Plan -Dividend Plan,JM Financial Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-04-03,2008-04-08,496,closed_or_merged
100253,JM G-Sec Fund - Bonus Option - Principal Units,JM Financial Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,INF192K01817,,2006-04-03,2019-09-07,3242,closed_or_merged
100254,JM Value Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes ( Equity Schemes - Value Fund ),Open Ended Schemes ( Equity Schemes - Value Fund ),Regular Plan,Growth Option,INF137A01037,,2006-04-03,2025-12-31,4862,active
100261,Kotak Gilt-Savings-Monthly Dividend,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-04-02,2013-08-13,1782,closed_or_merged
100262,Kotak Gilt-Savings-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-04-02,2013-08-13,1782,closed_or_merged
100263,Kotak Gilt-Savings-Annual Dividend,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-04-02,2013-08-13,1782,closed_or_merged
100264,Kotak Gilt Fund -Investment Regular-Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,Payout of Income Distribution cum capital withdrawal option,INF174K01FK1,INF174K01FJ3,2006-04-02,2025-12-31,4771,active
100265,Kotak Gilt Fund -Investment Regular-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,Growth,INF174K01FI5,,2006-04-02,2025-12-31,4771,active
100278,Kotak Gilt-Serial 2019-Dividend,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-06-15,2006-06-15,1,closed_or_merged
100279,Kotak Gilt-Serial 2019-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,,,2006-06-15,2006-06-15,1,closed_or_merged
100280,Kotak Gilt Fund -Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,Payout of Income Distribution cum capital withdrawal option,INF174K01FM7,,2006-04-02,2025-12-31,4771,active
100281,Kotak Gilt Fund -Investment  Provident Fund and Trust-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,Investment Provident Fund and Trust-Growth,INF174K01FL9,,2006-04-02,2025-12-31,4771,active
100282,HDFC FMP 3M MAY 2006(1)-INSTITUTIONAL PLAN-Growth,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2006-05-17,2006-08-10,59,closed_or_merged
100283,HDFC FMP 3M MAY 2006(1)-INSTITUTIONAL PLAN-Dividend,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2006-05-17,2006-08-10,59,closed_or_merged
100284,HDFC FMP 3M MAY 2006(1)-RETAIL-Growth,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2006-05-17,2006-08-10,59,closed_or_merged
100285,HDFC FMP 3M MAY 2006(1)-RETAIL-Dividend,HDFC Mutual Fund,Close Ended Schemes ( Income ),Close Ended Schemes ( Income ),,,,,2006-05-17,2006-08-10,59,closed_or_merged
100286,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Regular Plan,Payout of Income Distribution cum capital withdrawal option- Direct,INF174K01450,INF174K01443,2006-04-03,2025-12-31,4862,active
100289,Kotak Tech,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,,,2006-04-03,2009-06-30,796,closed_or_merged
100290,Kotak MNC,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,,,2006-04-03,2009-06-30,796,closed_or_merged
100291,Kotak Bond-Deposit-Dividend,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),,,INF174K01EK4,INF174K01EL2,2006-04-02,2016-10-20,2545,closed_or_merged
100292,Kotak Bond-Deposit-Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),,,INF174K01EJ6,,2006-04-02,2016-10-20,2545,closed_or_merged
100298,Kotak Medium to Long Term Fund - Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),,,INF174K01EO6,INF174K01EN8,2006-04-02,2021-09-17,3733,closed_or_merged
100299,Kotak Medium to Long Term Fund - Regular Plan Growth,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Regular Plan,Growth,INF174K01EM0,,2006-04-02,2025-12-31,4772,active
100300,Kotak Medium to Long Term Fund - Regular Plan - Standard IDCW Option,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Regular Plan,Standard IDCW Option,INF174K01EQ1,INF174K01EP3,2006-04-02,2025-12-31,4772,active
100301,Kotak Bond Regular Plan Bonus Plan,Kotak Mahindra Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),,,INF174K01ER9,,2006-04-02,2016-10-21,2546,closed_or_merged
100312,LIC MF Flexi Cap Fund-Regular Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,IDCW,INF767K01063,INF767K01055,2006-04-03,2025-12-31,4820,active
100313,LIC MF Flexi Cap Fund-Regular Plan-Growth,LIC Mutual Fund,Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Open Ended Schemes ( Equity Scheme - Flexi Cap Fund ),Regular Plan,Growth,INF767K01071,,2006-04-03,2025-12-31,4820,active
100314,LIC MF Medium to Long Term Fund-Regular Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Regular Plan,IDCW,INF767K01907,INF767K01915,2006-04-03,2025-12-31,4771,active
100315,LIC MF Medium to Long Term Fund-Regular Plan-Growth,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Medium to Long Term Fund ),Regular Plan,Growth,INF767K01923,,2006-04-03,2025-12-31,4769,active
100316,LIC MF Gilt Fund-Regular Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Regular Plan,IDCW,INF767K01683,INF767K01691,2006-04-03,2025-12-31,4768,active
100317,LIC MF Gilt Fund-Regular Plan-Growth,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Regular Plan,Growth,INF767K01709,,2006-04-03,2025-12-31,4768,active
100318,LIC MF Gilt Fund-PF Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),,IDCW,INF767K01717,INF767K01725,2006-04-03,2025-12-31,4768,active
100319,LIC MF Gilt Fund-PF Plan-Growth,LIC Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Gilt Fund ),,Growth,INF767K01733,,2006-04-03,2025-12-31,4768,active
100321,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Regular Plan,IDCW,INF767K01022,INF767K01014,2006-04-03,2025-12-31,4819,active
100323,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,LIC Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Aggressive Hybrid Fund ),Regular Plan,Growth,INF767K01030,,2006-04-03,2025-12-31,4819,active
100325,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,LIC Mutual Fund,Open Ended Schemes ( Equity Scheme - ELSS ),Open Ended Schemes ( Equity Scheme - ELSS ),Regular Plan,IDCW Reinvestment,,INF767K01964,2006-04-03,2025-12-31,4818,active
100332,LIC MF Large Cap Fund-Regular Plan-IDCW,LIC Mutual Fund,Open Ended Schemes ( Equity Scheme - Large Cap Fund ),Open Ended Schemes ( Equity Scheme - Large Cap Fund ),Regular Plan,IDCW,INF767K01097,INF767K01089,2006-04-03,2025-12-31,4820,active
100337,SaharaTax Gain-Dividend,Sahara Mutual Fund,Open Ended Schemes ( ELSS ),Open Ended Schemes ( ELSS ),,,INF515L01189,INF515L01197,2006-04-03,2020-04-03,3446,closed_or_merged
100338,SaharaTax Gain-Growth,Sahara Mutual Fund,Open Ended Schemes ( ELSS ),Open Ended Schemes ( ELSS ),,,INF515L01205,,2006-04-03,2020-04-03,3446,closed_or_merged
100347,Morgan Stanley Growth Fund- Regular Growth Plan,Morgan Stanley Mutual Fund,Open Ended Schemes ( Growth ),Open Ended Schemes ( Growth ),,,INF063A01027,,2006-04-03,2014-06-26,2032,closed_or_merged
100348,ICICI Prudential Large & Mid Cap Fund - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),Regular Plan,IDCW,INF109K01EQ7,INF109K01449,2006-04-02,2025-12-31,4863,active
100349,ICICI Prudential Large & Mid Cap Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),Regular Plan,Growth,INF109K01431,,2006-04-02,2025-12-31,4863,active
100350,ICICI Prudential Large & Mid Cap Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),Open Ended Schemes ( Equity Scheme - Large & Mid Cap Fund ),,,INF109K01456,,2006-04-02,2014-07-07,2038,closed_or_merged
100351,ICICI Prudential FMCG Fund - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Regular Plan,IDCW,INF109K01EO2,INF109K01423,2006-04-02,2025-12-31,4863,active
100352,ICICI Prudential FMCG Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Regular Plan,Growth,INF109K01415,,2006-04-02,2025-12-31,4863,active
100353,ICICI Prudential ELSS - Tax Saver Fund - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Regular Plan,IDCW,INF109K01FN1,INF109K01472,2006-04-02,2025-12-31,4863,active
100354,ICICI Prudential ELSS - Tax Saver Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Regular Plan,Growth,INF109K01464,,2006-04-02,2025-12-31,4863,active
100355,ICICI Prudential Aggressive Hybrid Fund - Monthly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Regular Plan,Monthly IDCW,INF109K01DX5,INF109K01498,2006-04-02,2025-12-31,4863,active
100356,ICICI Prudential Aggressive Hybrid Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Regular Plan,Growth,INF109K01480,,2006-04-02,2025-12-31,4863,active
100357,ICICI Prudential Liquid Fund -Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,INF109K01UU5,INF109K01UT7,2006-04-02,2022-09-16,5028,closed_or_merged
100358,ICICI Prudential Liquid Fund-Dividend-Institutional Quarterly,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,INF109K01VB3,INF109K01VA5,2009-09-14,2012-07-03,77,closed_or_merged
100359,ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,INF109K01VJ6,,2006-04-02,2020-04-24,4303,closed_or_merged
100360,ICICI Prudential Liquid Institutional Plus Fund - Div - Weekly,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,INF109K01VM0,,2006-04-02,2014-09-08,2586,closed_or_merged
100361,ICICI Prudential Liquid Fund-Dividend-Institutional Plus - Monthly,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,,INF109K01VL2,2006-04-02,2012-07-30,991,closed_or_merged
100362,ICICI Prudential Liquid Institutional Plus Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),,,INF109K01VK4,,2006-04-02,2014-03-26,2450,closed_or_merged
100363,ICICI Prudential Technology Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Regular Plan,Growth,INF109K01506,,2006-04-02,2025-12-31,4863,active
100364,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),,,INF109K01EX3,INF109K01357,2006-04-02,2022-09-16,3975,closed_or_merged
100365,ICICI Prudential Long Term Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,Growth,INF109K01365,,2006-04-02,2025-12-31,4772,active
100366,ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),,,INF109K01EY1,INF109K01381,2006-08-14,2020-04-24,3299,closed_or_merged
100367,ICICI Prudential Long Term Fund - Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Long Term Fund ),Regular Plan,Quarterly IDCW,INF109K01EZ8,INF109K01399,2006-04-02,2025-12-31,4772,active
100368,ICICI Prudential Gilt Fund - IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,IDCW,INF109K01JQ6,INF109K01JP8,2006-04-02,2025-12-31,4771,active
100369,ICICI Prudential Gilt Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),Regular Plan,Growth,INF109K01JR4,,2006-04-02,2025-12-31,4771,active
100370,ICICI Prudential Short Term Gilt Fund - Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes ( Debt Scheme - Gilt Fund ),Open Ended Schemes ( Debt Scheme - Gilt Fund ),,,INF109K01JW4,INF109K01JV6,2006-04-02,2018-05-24,2929,closed_or_merged
